      397	2022-08-03 04:25:54	1	0	1	0
      397	2022-08-03 04:25:59	1	0	4	0
     2017	2022-08-03 05:59:14	1	0	1	0
     2015	2022-08-03 08:17:10	1	0	4	0
     2017	2022-08-03 08:34:00	1	0	1	0
     2017	2022-08-03 08:38:10	1	0	1	0
      348	2022-08-03 10:42:04	1	0	4	0
      440	2022-08-03 11:01:58	1	0	1	0
      374	2022-08-03 11:10:10	1	0	1	0
      374	2022-08-03 11:10:16	1	0	1	0
      374	2022-08-03 11:11:29	1	0	1	0
      426	2022-08-03 11:12:20	1	0	1	0
      197	2022-08-03 11:13:21	1	0	1	0
      430	2022-08-03 11:16:54	1	0	1	0
      198	2022-08-03 11:18:35	1	0	1	0
      198	2022-08-03 11:18:36	1	0	1	0
      196	2022-08-03 11:21:21	1	0	1	0
      216	2022-08-03 11:27:26	1	0	1	0
      421	2022-08-03 11:28:48	1	0	1	0
      389	2022-08-03 11:35:36	1	0	1	0
      199	2022-08-03 11:43:54	1	0	1	0
      199	2022-08-03 11:47:52	1	1	1	0
      199	2022-08-03 11:48:19	1	0	1	0
      439	2022-08-03 11:48:28	1	0	1	0
      163	2022-08-03 11:57:57	1	0	1	0
      374	2022-08-03 11:59:53	1	0	1	0
     2032	2022-08-03 12:01:46	1	0	4	0
      421	2022-08-03 12:03:25	1	0	1	0
      163	2022-08-03 12:27:26	1	1	1	0
     2014	2022-08-03 12:39:35	1	0	4	0
     2014	2022-08-03 12:51:55	1	0	4	0
      197	2022-08-03 12:54:30	1	1	1	0
      197	2022-08-03 12:55:17	1	0	1	0
      195	2022-08-03 13:10:08	1	0	1	0
      221	2022-08-03 13:26:35	1	0	1	0
      216	2022-08-03 13:31:14	1	1	1	0
      199	2022-08-03 13:31:36	1	1	1	0
      221	2022-08-03 14:01:00	1	0	1	0
      163	2022-08-03 14:03:27	1	0	1	0
      426	2022-08-03 14:06:22	1	0	1	0
      389	2022-08-03 14:08:07	1	0	1	0
       17	2022-08-03 14:29:08	1	0	1	0
      374	2022-08-03 14:39:08	1	0	1	0
     2015	2022-08-03 14:39:38	1	0	4	0
      197	2022-08-03 14:49:03	1	1	1	0
      197	2022-08-03 14:49:41	1	0	1	0
      216	2022-08-03 14:58:11	1	1	1	0
       17	2022-08-03 14:59:44	1	0	1	0
      163	2022-08-03 14:59:46	1	0	1	0
      397	2022-08-03 15:02:19	1	0	1	0
      426	2022-08-03 15:03:41	1	0	1	0
      303	2022-08-03 15:06:45	1	0	1	0
      427	2022-08-03 15:09:17	1	0	1	0
      123	2022-08-03 15:26:56	1	0	1	0
      374	2022-08-03 15:37:19	1	0	1	0
      207	2022-08-03 15:46:56	1	0	1	0
     2006	2022-08-03 15:58:59	1	0	4	0
      269	2022-08-03 15:59:05	1	0	1	0
     2006	2022-08-03 16:02:23	1	1	4	0
     2030	2022-08-03 16:07:35	1	0	1	0
      110	2022-08-03 16:07:54	1	0	4	0
      198	2022-08-03 16:15:20	1	0	1	0
      198	2022-08-03 16:15:21	1	0	1	0
      163	2022-08-03 16:27:43	1	1	1	0
      163	2022-08-03 16:28:25	1	0	1	0
      199	2022-08-03 16:29:49	1	1	1	0
      197	2022-08-03 16:38:27	1	1	1	0
       22	2022-08-03 16:39:17	1	0	1	0
      439	2022-08-03 16:40:01	1	0	1	0
      197	2022-08-03 16:40:12	1	0	1	0
      426	2022-08-03 16:45:41	1	0	1	0
      123	2022-08-03 16:51:43	1	1	1	0
      198	2022-08-03 16:52:36	1	0	1	0
      123	2022-08-03 16:53:23	1	0	1	0
      163	2022-08-03 17:16:25	1	1	1	0
       32	2022-08-03 17:18:49	1	0	1	0
      431	2022-08-03 17:20:00	1	0	1	0
      235	2022-08-03 17:33:43	1	0	1	0
      300	2022-08-03 17:33:47	1	0	4	0
      289	2022-08-03 17:43:40	1	0	1	0
       17	2022-08-03 17:45:50	1	0	1	0
      163	2022-08-03 17:45:52	1	0	1	0
     2026	2022-08-03 17:49:46	1	0	4	0
